4546572015@Theni- Madurai, India@9.9321764@78.0845602
1632873469@Teshio District- Hokkaido, Japan@NA@NA
2878173474@Mangrol- Junagarh, India@21.3013@70.24173
5219513474@Vänersborg, Sweden@21.3013@70.24173
9429083474@Dorotea, Sweden@64.262@16.41513
1943893474@Guiseley, United Kingdom@53.87192@-1.71047
1555513473@Lanark, United Kingdom@55.67382@-3.78133
8346943473@Canacona (Quepem)- Panji, India@30.901241@76.937912
3428883472@Ivano-Frankivsk, Ukraine@48.92255@24.71471
5568493472@Deoria- Deoria, India@NA@NA
7299233472@Ghrefa, Libya@26.338519@17.268815
3911523472@Krasnoyarsk region, Russian Federation@26.338519@17.268815
5533283472@Novovorontsovka, Ukraine@47.50478@33.92288
8759183472@Kanonji- Kagawa, Japan@34.088871@133.669525
2823393471@Jetpur- Rajkot, India@NA@NA
3295943470@Bucerias, Mexico@20.75061@-105.321869
3682543470@Zella-Mehlis, Germany@50.65677@10.66348
4415343470@Halach, Turkmenistan@38.0705@64.88516
5457993470@Kyrykivka, Ukraine@NA@NA
5889913470@Santa Ana, Uruguay@NA@NA
4979252766@Eersel, Netherlands@51.35831@5.30902
6560823470@Alushta, Ukraine@44.67453@34.40279
6947553470@Agua Caliente De Garate (Agua Caliente), Mexico@19.4098@-99.07308
7287023470@Gogaon- Khargone, India@21.83687@75.62175
8392493470@Bellary- Bellary, India@NA@NA
8974593470@Arcabuz, Mexico@NA@NA
9320743470@Bjurholm, Sweden@NA@NA
9656333470@South Waziristan, Pakistan@30.44185@69.359701
9995033469@Mérida- Yuc., Mexico@20.96672@-89.62322
1248053469@Bangor (Gwynedd), United Kingdom@53.22972@-4.12593
1632873469@Teshio District- Hokkaido, Japan@NA@NA
2878173474@Mangrol- Junagarh, India@21.3013@70.24173
5219513474@Vänersborg, Sweden@21.3013@70.24173
9429083474@Dorotea, Sweden@64.262@16.41513
1943893474@Guiseley, United Kingdom@53.87192@-1.71047
1555513473@Lanark, United Kingdom@55.67382@-3.78133
8346943473@Canacona (Quepem)- Panji, India@30.901241@76.937912
3428883472@Ivano-Frankivsk, Ukraine@48.92255@24.71471
5568493472@Deoria- Deoria, India@NA@NA
7299233472@Ghrefa, Libya@26.338519@17.268815
3911523472@Krasnoyarsk region, Russian Federation@26.338519@17.268815
5533283472@Novovorontsovka, Ukraine@47.50478@33.92288
8759183472@Kanonji- Kagawa, Japan@34.088871@133.669525
2823393471@Jetpur- Rajkot, India@NA@NA
3295943470@Bucerias, Mexico@20.75061@-105.321869
3682543470@Zella-Mehlis, Germany@50.65677@10.66348
4415343470@Halach, Turkmenistan@38.0705@64.88516
5457993470@Kyrykivka, Ukraine@NA@NA
5889913470@Santa Ana, Uruguay@NA@NA
4979252766@Eersel, Netherlands@51.35831@5.30902
6560823470@Alushta, Ukraine@44.67453@34.40279
6947553470@Agua Caliente De Garate (Agua Caliente), Mexico@19.4098@-99.07308
7287023470@Gogaon- Khargone, India@21.83687@75.62175
8392493470@Bellary- Bellary, India@NA@NA
8974593470@Arcabuz, Mexico@NA@NA
9320743470@Bjurholm, Sweden@NA@NA
9656333470@South Waziristan, Pakistan@30.44185@69.359701
9995033469@Mérida- Yuc., Mexico@20.96672@-89.62322
1248053469@Bangor (Gwynedd), United Kingdom@53.22972@-4.12593
1632873469@Teshio District- Hokkaido, Japan@NA@NA
2878173474@Mangrol- Junagarh, India@21.3013@70.24173
5219513474@Vänersborg, Sweden@21.3013@70.24173
9429083474@Dorotea, Sweden@64.262@16.41513
1943893474@Guiseley, United Kingdom@53.87192@-1.71047
1555513473@Lanark, United Kingdom@55.67382@-3.78133
8346943473@Canacona (Quepem)- Panji, India@30.901241@76.937912
3428883472@Ivano-Frankivsk, Ukraine@48.92255@24.71471
5568493472@Deoria- Deoria, India@NA@NA
7299233472@Ghrefa, Libya@26.338519@17.268815
3911523472@Krasnoyarsk region, Russian Federation@26.338519@17.268815
5533283472@Novovorontsovka, Ukraine@47.50478@33.92288
8759183472@Kanonji- Kagawa, Japan@34.088871@133.669525
2823393471@Jetpur- Rajkot, India@NA@NA
3295943470@Bucerias, Mexico@20.75061@-105.321869
3682543470@Zella-Mehlis, Germany@50.65677@10.66348
4415343470@Halach, Turkmenistan@38.0705@64.88516
5457993470@Kyrykivka, Ukraine@NA@NA
5889913470@Santa Ana, Uruguay@NA@NA
4979252766@Eersel, Netherlands@51.35831@5.30902
6560823470@Alushta, Ukraine@44.67453@34.40279
6947553470@Agua Caliente De Garate (Agua Caliente), Mexico@19.4098@-99.07308
7287023470@Gogaon- Khargone, India@21.83687@75.62175
8392493470@Bellary- Bellary, India@NA@NA
8974593470@Arcabuz, Mexico@NA@NA
9320743470@Bjurholm, Sweden@NA@NA
9656333470@South Waziristan, Pakistan@30.44185@69.359701
9995033469@Mérida- Yuc., Mexico@20.96672@-89.62322
1248053469@Bangor (Gwynedd), United Kingdom@53.22972@-4.12593
1632873469@Teshio District- Hokkaido, Japan@NA@NA
2878173474@Mangrol- Junagarh, India@21.3013@70.24173
5219513474@Vänersborg, Sweden@21.3013@70.24173
9429083474@Dorotea, Sweden@64.262@16.41513
1943893474@Guiseley, United Kingdom@53.87192@-1.71047
1555513473@Lanark, United Kingdom@55.67382@-3.78133
8346943473@Canacona (Quepem)- Panji, India@30.901241@76.937912
3428883472@Ivano-Frankivsk, Ukraine@48.92255@24.71471
5568493472@Deoria- Deoria, India@NA@NA
7299233472@Ghrefa, Libya@26.338519@17.268815
3911523472@Krasnoyarsk region, Russian Federation@26.338519@17.268815
5533283472@Novovorontsovka, Ukraine@47.50478@33.92288
8759183472@Kanonji- Kagawa, Japan@34.088871@133.669525
2823393471@Jetpur- Rajkot, India@NA@NA
3295943470@Bucerias, Mexico@20.75061@-105.321869
3682543470@Zella-Mehlis, Germany@50.65677@10.66348
4415343470@Halach, Turkmenistan@38.0705@64.88516
5457993470@Kyrykivka, Ukraine@NA@NA
5889913470@Santa Ana, Uruguay@NA@NA
4979252766@Eersel, Netherlands@51.35831@5.30902
6560823470@Alushta, Ukraine@44.67453@34.40279
6947553470@Agua Caliente De Garate (Agua Caliente), Mexico@19.4098@-99.07308
7287023470@Gogaon- Khargone, India@21.83687@75.62175
8392493470@Bellary- Bellary, India@NA@NA
8974593470@Arcabuz, Mexico@NA@NA
9320743470@Bjurholm, Sweden@NA@NA
9656333470@South Waziristan, Pakistan@30.44185@69.359701
9995033469@Mérida- Yuc., Mexico@20.96672@-89.62322
1248053469@Bangor (Gwynedd), United Kingdom@53.22972@-4.12593
1632873469@Teshio District- Hokkaido, Japan@NA@NA
2878173474@Mangrol- Junagarh, India@21.3013@70.24173
5219513474@Vänersborg, Sweden@21.3013@70.24173
9429083474@Dorotea, Sweden@64.262@16.41513
1943893474@Guiseley, United Kingdom@53.87192@-1.71047
1555513473@Lanark, United Kingdom@55.67382@-3.78133
8346943473@Canacona (Quepem)- Panji, India@30.901241@76.937912
3428883472@Ivano-Frankivsk, Ukraine@48.92255@24.71471
5568493472@Deoria- Deoria, India@NA@NA
7299233472@Ghrefa, Libya@26.338519@17.268815
3911523472@Krasnoyarsk region, Russian Federation@26.338519@17.268815
5533283472@Novovorontsovka, Ukraine@47.50478@33.92288
8759183472@Kanonji- Kagawa, Japan@34.088871@133.669525
2823393471@Jetpur- Rajkot, India@NA@NA
3295943470@Bucerias, Mexico@20.75061@-105.321869
3682543470@Zella-Mehlis, Germany@50.65677@10.66348
4415343470@Halach, Turkmenistan@38.0705@64.88516
5457993470@Kyrykivka, Ukraine@NA@NA
5889913470@Santa Ana, Uruguay@NA@NA
4979252766@Eersel, Netherlands@51.35831@5.30902
6560823470@Alushta, Ukraine@44.67453@34.40279
6947553470@Agua Caliente De Garate (Agua Caliente), Mexico@19.4098@-99.07308
7287023470@Gogaon- Khargone, India@21.83687@75.62175
8392493470@Bellary- Bellary, India@NA@NA
8974593470@Arcabuz, Mexico@NA@NA
9320743470@Bjurholm, Sweden@NA@NA
9656333470@South Waziristan, Pakistan@30.44185@69.359701
9995033469@Mérida- Yuc., Mexico@20.96672@-89.62322
1248053469@Bangor (Gwynedd), United Kingdom@53.22972@-4.12593
1632873469@Teshio District- Hokkaido, Japan@NA@NA
2878173474@Mangrol- Junagarh, India@21.3013@70.24173
5219513474@Vänersborg, Sweden@21.3013@70.24173
9429083474@Dorotea, Sweden@64.262@16.41513
1943893474@Guiseley, United Kingdom@53.87192@-1.71047
1555513473@Lanark, United Kingdom@55.67382@-3.78133
8346943473@Canacona (Quepem)- Panji, India@30.901241@76.937912
3428883472@Ivano-Frankivsk, Ukraine@48.92255@24.71471
5568493472@Deoria- Deoria, India@NA@NA
7299233472@Ghrefa, Libya@26.338519@17.268815
3911523472@Krasnoyarsk region, Russian Federation@26.338519@17.268815
5533283472@Novovorontsovka, Ukraine@47.50478@33.92288
8759183472@Kanonji- Kagawa, Japan@34.088871@133.669525
2823393471@Jetpur- Rajkot, India@NA@NA
3295943470@Bucerias, Mexico@20.75061@-105.321869
3682543470@Zella-Mehlis, Germany@50.65677@10.66348
4415343470@Halach, Turkmenistan@38.0705@64.88516
5457993470@Kyrykivka, Ukraine@NA@NA
5889913470@Santa Ana, Uruguay@NA@NA
4979252766@Eersel, Netherlands@51.35831@5.30902
6560823470@Alushta, Ukraine@44.67453@34.40279
6947553470@Agua Caliente De Garate (Agua Caliente), Mexico@19.4098@-99.07308
7287023470@Gogaon- Khargone, India@21.83687@75.62175
8392493470@Bellary- Bellary, India@NA@NA
8974593470@Arcabuz, Mexico@NA@NA
9320743470@Bjurholm, Sweden@NA@NA
9656333470@South Waziristan, Pakistan@30.44185@69.359701
9995033469@Mérida- Yuc., Mexico@20.96672@-89.62322
1248053469@Bangor (Gwynedd), United Kingdom@53.22972@-4.12593
1632873469@Teshio District- Hokkaido, Japan@NA@NA
2878173474@Mangrol- Junagarh, India@21.3013@70.24173
5219513474@Vänersborg, Sweden@21.3013@70.24173
9429083474@Dorotea, Sweden@64.262@16.41513
1943893474@Guiseley, United Kingdom@53.87192@-1.71047
1555513473@Lanark, United Kingdom@55.67382@-3.78133
8346943473@Canacona (Quepem)- Panji, India@30.901241@76.937912
3428883472@Ivano-Frankivsk, Ukraine@48.92255@24.71471
5568493472@Deoria- Deoria, India@NA@NA
7299233472@Ghrefa, Libya@26.338519@17.268815
3911523472@Krasnoyarsk region, Russian Federation@26.338519@17.268815
5533283472@Novovorontsovka, Ukraine@47.50478@33.92288
8759183472@Kanonji- Kagawa, Japan@34.088871@133.669525
2823393471@Jetpur- Rajkot, India@NA@NA
3295943470@Bucerias, Mexico@20.75061@-105.321869
3682543470@Zella-Mehlis, Germany@50.65677@10.66348
4415343470@Halach, Turkmenistan@38.0705@64.88516
5457993470@Kyrykivka, Ukraine@NA@NA
5889913470@Santa Ana, Uruguay@NA@NA
4979252766@Eersel, Netherlands@51.35831@5.30902
6560823470@Alushta, Ukraine@44.67453@34.40279
6947553470@Agua Caliente De Garate (Agua Caliente), Mexico@19.4098@-99.07308
7287023470@Gogaon- Khargone, India@21.83687@75.62175
8392493470@Bellary- Bellary, India@NA@NA
8974593470@Arcabuz, Mexico@NA@NA
9320743470@Bjurholm, Sweden@NA@NA
9656333470@South Waziristan, Pakistan@30.44185@69.359701
9995033469@Mérida- Yuc., Mexico@20.96672@-89.62322
1248053469@Bangor (Gwynedd), United Kingdom@53.22972@-4.12593
1632873469@Teshio District- Hokkaido, Japan@NA@NA
1720093017@Isles of Scilly, United Kingdom@49.920502@-6.30423
4571755735@Velizquez, Uruguay@49.920502@-6.30423
6457541267@Korha- Katihar, India@25.61636@87.42005
8613242986@Bantio, Sudan@13.316641@30.336371
5285051287@Mayrhofen, Austria@47.16707@11.86243
5925721148@Peelo, Netherlands@53.01667@6.58333
4673822314@Apozol, Mexico@21.47211@-103.09146
7387416025@El Tweisha, Sudan@13.316641@30.336371
1150332894@Nottingham, United Kingdom@52.94921@-1.14391
2947333295@Anröchte, Germany@52.94921@-1.14391
4862672194@Kotovsk, Ukraine@NA@NA
2658788238@Buena Esperanza, Argentina@-34.75733@-65.25365
5892621800@Arboga, Sweden@59.39616@15.84136
8350391270@Mudhol- Bijapur, India@NA@NA
1526652167@Martin, United Kingdom@NA@NA
1208001546@Bodmin, United Kingdom@50.47125@-4.71741
3245678753@Dashava, Ukraine@49.26173@24.00318
8293141514@Barkhan, Pakistan@29.96111@69.48266
4747635025@Zhashkiv, Ukraine@49.24787@30.10121
8615861126@Bantio, Sudan@13.316641@30.336371
1050561531@Johannesburg, South Africa@-26.20489@28.04001
4980002348@Gotland, Sweden@NA@NA
6525563135@Simdega- Ranchi, India@23.34309@85.327946
2730501037@Barinas, Venezuela@8.63199@-70.21006
4895513178@Kalpeni- Kavarathy, India@10.05226@73.649429
1288093067@Bude, United Kingdom@50.82834@-4.54441
3583862154@Mathabhanga- Coochbehar, India@26.34137@89.201859
4469192720@Aigui, Uruguay@26.34137@89.201859
8203875364@Cherepovets, Russian Federation@59.125885@37.889269
2983611294@Barmer (E) (Gudda)- Barmer, India@NA@NA
4948561295@Kisa, Sweden@57.98724@15.63448
6487462756@Fuga, Sudan@13.316641@30.336371
9270171261@övertorneå, Sweden@13.316641@30.336371
1485915370@Hunstanton, United Kingdom@52.93743@0.49432
8888191567@Kochi, Japan@NA@NA
1401472628@Tranås, Sweden@NA@NA
3917122241@Krasnoyarsk region, Russian Federation@NA@NA
5834509963@Bisauli- Badaun, India@28.30862@78.935387
4657789793@Kholmy, Ukraine@51.87127@32.5967
5420188925@Carmelo, Uruguay@-33.99695@-58.28456
9650822780@South Waziristan, Pakistan@30.44185@69.359701
1639913473@Neath, United Kingdom@51.66271@-3.79984
3872843015@Chandel- Manipur (Imphal), India@NA@NA
6563911438@Saky, Ukraine@45.13882@33.60061
9236555557@Kalix, Sweden@65.85512@23.14386
1255513392@Clacton-on-Sea, United Kingdom@51.80192@1.15342
6375931832@Chirundu, Zimbabwe@-16.04311@28.86339
1283492930@Burton-on-Trent, United Kingdom@52.808079@-1.63326
8610157998@Bantio, Sudan@13.316641@30.336371
1263272914@Cromer, United Kingdom@52.92882@1.30311
2915732916@Drosendorf-Zissersdorf, Austria@48.86817@15.62009
4910502936@Oskarshamn-Högsby, Sweden@48.86817@15.62009
1912872223@Tyneside / Durham / Sunderland, United Kingdom@NA@NA
6281692764@Selous, Zimbabwe@-18.07242@30.44671
8819871405@Tanuku- Eluru, India@16.75004@81.699226
1315052496@Edinburgh, United Kingdom@55.95416@-3.20277
3689463079@Sankt Nikolai im Sölktal, Austria@55.95416@-3.20277
5884871073@Santa Ana, Uruguay@NA@NA
7992301258@Mihara District- Hyogo, Japan@NA@NA
4558161852@J.P.Varela, Uruguay@-32.565079@-55.758324
5554926664@Sonntag, Austria@47.23972@9.90511
1882872708@Kinloch Rannoch, United Kingdom@56.70155@-4.18654
5534852056@Henichevsk, Ukraine@46.16876@34.80769
8946562751@Pathapatnam (Hiramandalam)- Srikakulam, India@NA@NA
4938438004@Gamleby, Sweden@NA@NA
5551761875@Grums, Sweden@NA@NA
3575822807@Sankt Johann am Tauern, Austria@47.356609@14.46945
8201484036@Cherepovets, Russian Federation@59.125885@37.889269
1739114614@öregrund-östhammar, Sweden@59.125885@37.889269
6442742731@Alchevsk, Ukraine@48.48769@38.78057
2666442720@Miyagam- Vadodara, India@22.02773@73.08831
5841565665@Tilhar- Sahjahanpur, India@27.96291@79.73775
1385471803@Buzmein, Turkmenistan@38.048161@58.195461
8228059257@H.D.Kote- Mysore, India@12.26731@76.63566
1023553046@Khojali, Azerbaijan@39.828446@46.76256
5910092585@Hällefors - Grythyttan, Sweden@39.828446@46.76256
1564088838@Lapworth, United Kingdom@NA@NA
2806021090@Gogodar- Bhuj, India@23.24939@69.67228
7668871759@Belén, Uruguay@23.24939@69.67228
2833041195@Khambhalia- Jamnagar, India@22.2094@69.6567
6634154938@Husum, Sweden@22.2094@69.6567
2554705709@Malegaon- Nasik, India@NA@NA
3501489836@Pirna, Germany@NA@NA
6424891295@Banka- Bhagalpur, India@24.95449@87.10552
8515274956@Banaganapalle- Kurnool, India@15.31602@78.23684
1244678249@Chester, United Kingdom@53.18813@-2.89435
3666541808@Barpeta Road- Guwahati, India@26.162155@91.744832
5892993346@Arboga, Sweden@59.39616@15.84136
1423681325@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
9337739844@Vindeln, Sweden@64.20088@19.71442
1794111057@Romsey, United Kingdom@50.98858@-1.49538
2939401625@Jaitaran- Pali (Marwar), India@25.788761@73.3372
7224185564@Daryapur- Amravati, India@20.92904@77.33123
9356412821@Vännäs, Sweden@20.92904@77.33123
1070111701@Johannesburg, South Africa@-26.20489@28.04001
4907762018@Västervik, Sweden@-26.20489@28.04001
9907464193@Kalamayi- XJ, China@34.667995@104.165653
7985042576@Macheke, Zimbabwe@-18.13705@31.84819
2992861255@Jaisalmer-11 (Jaisalmer)- Jaisalmer, India@26.91941@70.91431
7926391034@Himeji- Hyogo, Japan@34.926201@134.68544
2464571841@Aldenhoven b Jülich, Germany@34.926201@134.68544
4364431702@Mayiladuthurai- Thanjavur, India@NA@NA
8907591663@Jotsholo, Zimbabwe@-18.7307@27.55543
1667731889@Nairn, United Kingdom@57.58321@-3.87669
8824452228@Akim Oda, Ghana@5.91204@-0.99615
9615761547@Arjeplog, Sweden@66.05213@17.89029
3351893004@Vaslui, Romania@46.63852@27.73307
6446912955@Kirovsk, Ukraine@NA@NA
8751791109@Boath (Echoda)- Adilabad, India@NA@NA
1539241848@Kendal, United Kingdom@54.324@-2.74808
2597103029@Parola- Jalgaon, India@20.87561@75.11677
4860462957@Frunzivka, Ukraine@NA@NA
6953161006@Stugun, Sweden@63.16754@15.60252
9918356572@Baca, Mexico@21.10892@-89.39906
3736552399@Kitsman, Ukraine@48.43817@25.7615
1262543225@Bridlington, United Kingdom@54.08364@-0.19255
3630671302@Bistrita, Romania@47.13077@24.49022
1637752861@Newquay, United Kingdom@NA@NA
3690199174@San Gregorio de Polanco, Uruguay@-32.61578@-55.83501
4826542168@Mörtschach, Austria@-32.61578@-55.83501
5900521481@Filipstad, Sweden@NA@NA
7713432780@Schardenberg, Austria@NA@NA
9964572532@Shangla, Pakistan@30.44185@69.359701
3290551325@Bucerias, Mexico@20.75061@-105.321869
5560824976@Colonia Cosmopolita, Uruguay@-34.38412@-57.40066
7779521606@Ramchandrapur- Sarguja (Ambikapur), India@NA@NA
1819975273@Spijkenisse, Netherlands@51.84958@4.32509
5786212929@Epe, Netherlands@52.352@5.9864
6861983158@Malkangiri- Koraput, India@18.93372@82.79704
3996712426@Teterow, Germany@NA@NA
6282981510@Selous, Zimbabwe@-18.07242@30.44671
1760051987@Swaffham, United Kingdom@52.64402@0.68976
4229623378@Krumpendorf am Wörther See, Austria@52.64402@0.68976
6351231004@Kalogi, Sudan@52.64402@0.68976
9757462983@Hakkas, Sweden@52.64402@0.68976
1237041280@Bideford, United Kingdom@51.01932@-4.20418
3419485628@Udmurtija, Russian Federation@57.200266@52.7806
5371251195@Palmitas, Uruguay@-33.51093@-57.80736
7434524283@Pirawa (Raipur)- Jhalawar, India@24.413@76.1859
9420002423@Dorotea, Sweden@64.262@16.41513
1660672824@Tholen, Netherlands@51.5357@4.21881
8617283383@Novorossiysk, Russian Federation@44.722939@37.765621
2373241391@Mahaswad- Satara, India@NA@NA
4276262211@Borstel b Sulingen, Germany@NA@NA
8693232971@Thungaturthy- Nalgonda, India@NA@NA
1404421197@Honiton, United Kingdom@50.79739@-3.19691
4601531281@Palanga, Lithuania@50.79739@-3.19691
8772892930@Adigeya, Russian Federation@61.521403@-74.679494
1063792885@Johannesburg, South Africa@-26.20489@28.04001
3846242594@Vinkivtsi, Ukraine@49.03404@27.23176
2736602727@Burbach Siegerl, Germany@50.42873@8.66477
4760411069@La Coronilla, Uruguay@-33.89845@-53.51465
6776733207@San Alberto, Paraguay@-33.89845@-53.51465
8686151397@Trinidad and Tobago, Trinidad and Tobago@11.22343@-60.71176
1893141384@Nurpur- Kangra (Dharamsala), India@32.097451@76.271766
6932516035@Bräcke-Gällö, Sweden@32.097451@76.271766
9001223252@Umeå, Sweden@63.828529@20.280029
2580381498@Jamner- Jalgaon, India@20.80881@75.77887
3298972377@Bucerias, Mexico@20.75061@-105.321869
6936485902@Bräcke-Gällö, Sweden@20.75061@-105.321869
7839376300@San Miguel / Misiones, Paraguay@-26.53522@-57.03914
9839573444@Chetumal- Q.Roo, Mexico@NA@NA
1987221587@Hanamaki- Iwate, Japan@39.418701@141.187256
1569603259@Stonehaven, United Kingdom@56.96375@-2.20876
3924011292@Mullsjö, Sweden@56.96375@-2.20876
1308993172@Bridport, United Kingdom@50.73359@-2.75799
6223251414@Motipur- Muzaffarpur, India@26.25629@85.16528
9000781666@Umeå, Sweden@63.828529@20.280029
4214362252@Brückl, Austria@63.828529@20.280029
6451002604@Lysychansk, Ukraine@48.89775@38.44967
9640682777@Buenos Aires, Mexico@NA@NA
2236379380@Wesseling Rheinl, Germany@NA@NA
4813031261@Masaka, Uganda@-0.34316@31.73666
7381312982@El Tweisha, Sudan@13.316641@30.336371
9260883096@överkalix, Sweden@13.316641@30.336371
1926382955@Warwick, United Kingdom@52.28176@-1.59103
4119021123@Ponneri- Chengalpattu (Kancheepuram), India@12.68384@79.98368
6259951286@Amvrosiivka, Ukraine@NA@NA
9834385365@Chetumal- Q.Roo, Mexico@NA@NA
4561737894@Devakottai- Karaikudi, India@10.07097@78.760162
5825651688@Nawabganj- Bareilly, India@28.49225@79.61726
1642252579@Middlesbrough, United Kingdom@54.57301@-1.23764
6583413005@Kharsawa- Jamshedpur, India@22.7815@86.21215
1035162035@Johannesburg, South Africa@-26.20489@28.04001
5669152283@Sakarchagi, Turkmenistan@37.66043@61.64961
8214837729@Comy, Russian Federation@61.521403@-74.679494
2876932232@Veraval- Junagarh, India@NA@NA
3116004466@Kirchbach in Steiermark, Austria@NA@NA
5275895377@Akbarpur-Ii (Jalalpur)- Faizabad, India@26.76651@81.7635
9602871831@Arvidsjaur, Sweden@65.58977@19.18465
1920301108@Ware, United Kingdom@51.81746@-0.03551
4481532777@Piraraji, Uruguay@-33.73986@-54.75943
6407089268@Krokom, Sweden@NA@NA
7295181513@Badnawar- Dhar, India@23.02151@75.23611
9481003427@Iizuka- Fukuoka, Japan@33.605419@130.667175
2779632844@Bayad- Himatnagar, India@23.225861@73.214043
4983402906@Gotland, Sweden@NA@NA
6927512120@Bilokamiansk, Ukraine@44.599998@33.599998
8952403426@Chepurupalli (Garividi)- Vizayanagaram, India@44.599998@33.599998
9930941546@Villahermosa- Tab., Mexico@17.992319@-92.935432
2799182727@Falcón, Venezuela@17.992319@-92.935432
7842571521@Saint Vincent and the Grenadines, Saint Vincent and the Grenadines@12.97942@-61.286566
1399076425@Gipchak, Turkmenistan@38.968321@59.562866
3961401523@Altentreptow, Germany@53.69187@13.2517
7533271851@Karhal- Morena, India@NA@NA
8336763393@Khanapur- Belgaum, India@15.63918@74.50563
1248442032@Bangor (Gwynedd), United Kingdom@53.22972@-4.12593
3751932771@Digboi- Tinsukia (Dibrugarh), India@NA@NA
4537741252@Capiibary, Paraguay@-24.72819@-56.01884
6531491555@Mandar- Ranchi, India@23.45937@85.08955
6856999024@Rayagada- Koraput, India@19.14624@83.20265
1421472632@Kotputli- Jaipur, India@27.70511@76.194
2580859260@Jamner- Jalgaon, India@20.80881@75.77887
4873952221@Sankt Jakob in Defereggen, Austria@46.91666@12.33056
6768733005@Parajang- Dhenkanal, India@20.92248@85.31718
8774436350@Adigeya, Russian Federation@61.521403@-74.679494
2579961616@Kitauonuma District- Niigata, Japan@37.243244@138.864456
4542779100@Kodaikanal- Madurai, India@9.91338@78.089847
6554232152@Bakhchysarai, Ukraine@NA@NA
2383552422@Ausa- Latur, India@18.24437@76.49958
7427151701@Bhanpura- Mandsaur, India@24.51192@75.74475
9818373385@Vittangi, Sweden@67.67747@21.64572
4966551451@Mariannelund, Sweden@67.67747@21.64572
6889071215@Chakari, Zimbabwe@-18.06674@29.85007
8757511098@Kanonji- Kagawa, Japan@34.088871@133.669525
1003305987@Johannesburg, South Africa@-26.20489@28.04001
3924181516@Mullsjö, Sweden@-26.20489@28.04001
5917723417@Hällefors - Grythyttan, Sweden@-26.20489@28.04001
4465966247@Borova, Ukraine@NA@NA
6660451218@Lorestan, Iran@33.534155@48.463131
8554651122@Anantapur- Anantpur (Guntakal), India@15.15566@77.38052
4718842171@Dellach, Austria@46.66231@13.0779
6741079214@Juan E. O'Leary, Paraguay@46.66231@13.0779
1547552499@Knighton, United Kingdom@NA@NA
3588464986@Niesky, Germany@NA@NA
5767692436@Ombses de Lavalle, Uruguay@NA@NA
7671945107@Jaitwara- Satna, India@24.73886@80.86626
1025232367@Khojali, Azerbaijan@39.828446@46.76256
4811651703@Masaka, Uganda@-0.34316@31.73666
8812961455@Eluru- Eluru, India@16.708771@81.108429
1917557716@Tyneside / Durham / Sunderland, United Kingdom@NA@NA
4671741277@Apozol, Mexico@21.47211@-103.09146
4534824450@Capiibary, Paraguay@-24.72819@-56.01884
6806452112@Sveg, Sweden@-24.72819@-56.01884
9481661717@Iizuka- Fukuoka, Japan@33.605419@130.667175
5533411224@Novovorontsovka, Ukraine@47.50478@33.92288
1470912503@Isle of Skye - Edinbane, United Kingdom@57.47285@-6.43086
3276144793@Amado Nervo (El Conde), Mexico@21.083191@-104.730499
6680111919@Mutorashanga, Zimbabwe@-17.1565@30.68555
1745961093@Rhyl, United Kingdom@53.31158@-3.47234
3262652525@Hatay, Turkey@36.20336@36.15834
4897882088@Kadamath- Kavarathy, India@21.504394@82.71767
8377671479@Nargund- Hubli, India@NA@NA
2962953001@Banswara- Banswara, India@NA@NA
3756288257@Sadiya- Tinsukia (Dibrugarh), India@NA@NA
8615311608@Bantio, Sudan@13.316641@30.336371
3759785996@Kanysh-Kya (Chatkal district), Kyrgyz Republic@41.20554@74.779899
3584511505@Mekhliganj- Coochbehar, India@NA@NA
7905011506@Kanzaki District- Hyogo, Japan@35.056607@134.781845
4770461165@Punta del Diablo, Uruguay@-34.04628@-53.5386
1591131909@Llanwrtyd Wells, United Kingdom@52.10734@-3.63866
3874795105@Churchandpur- Manipur (Imphal), India@24.80759@93.10936
6388285085@Habila, Sudan@NA@NA
8445531452@Awiel, Sudan@13.316641@30.336371
1395047134@Budleigh Salterton, United Kingdom@50.62975@-3.33029
4214641614@Brückl, Austria@50.62975@-3.33029
6877834238@Sanyati, Zimbabwe@-17.96557@29.25239
1139031482@Leeds, United Kingdom@53.7948@-1.54653
2659082465@Zulia, Venezuela@10.0272@-71.61617
8950571481@Guandzha, Russian Federation@61.521403@-74.679494
1089021813@Johannesburg, South Africa@-26.20489@28.04001
6932589228@Bräcke-Gällö, Sweden@-26.20489@28.04001
8886973024@Kochi, Japan@NA@NA
1304402399@Dover, United Kingdom@51.136921@1.29683
5484673985@El Masalamia, Sudan@51.136921@1.29683
1375863194@Grays Thurrock, United Kingdom@51.48661@0.32782
2878173474@Mangrol- Junagarh, India@21.3013@70.24173
5219513474@Vänersborg, Sweden@21.3013@70.24173
9429083474@Dorotea, Sweden@64.262@16.41513
1943893474@Guiseley, United Kingdom@53.87192@-1.71047
1555513473@Lanark, United Kingdom@55.67382@-3.78133
8346943473@Canacona (Quepem)- Panji, India@30.901241@76.937912
3428883472@Ivano-Frankivsk, Ukraine@48.92255@24.71471
5568493472@Deoria- Deoria, India@NA@NA
7299233472@Ghrefa, Libya@26.338519@17.268815
3911523472@Krasnoyarsk region, Russian Federation@26.338519@17.268815
5533283472@Novovorontsovka, Ukraine@47.50478@33.92288
8759183472@Kanonji- Kagawa, Japan@34.088871@133.669525
2823393471@Jetpur- Rajkot, India@NA@NA
